  6.100559e-002  9.094947e-013  8.621280e-003  0.000000e+000
  2.928626e-002  0.000000e+000  1.508889e-003 -1.818989e-012
  1.781979e-002  0.000000e+000  1.036061e-003  1.818989e-012
  6.100793e-002  9.067608e-002  8.622373e-003  3.107557e-002
  2.928789e-002  1.196438e-001  1.509396e-003  3.259528e-002
  1.782100e-002  1.502245e-001  1.036390e-003  3.158180e-002
  6.101028e-002  1.813550e-001  8.623466e-003  6.215355e-002
  2.928952e-002  2.392910e-001  1.509902e-003  6.519374e-002
  1.782221e-002  3.004533e-001  1.036718e-003  6.316720e-002
  6.101263e-002  2.720369e-001  8.624558e-003  9.323394e-002
  2.929115e-002  3.589416e-001  1.510409e-003  9.779537e-002
  1.782342e-002  4.506864e-001  1.037046e-003  9.475622e-002
  6.101497e-002  3.627216e-001  8.625651e-003  1.243168e-001
  2.929277e-002  4.785957e-001  1.510916e-003  1.304002e-001
  1.782463e-002  6.009240e-001  1.037375e-003  1.263489e-001
  6.101732e-002  4.534092e-001  8.626744e-003  1.554020e-001
  2.929440e-002  5.982531e-001  1.511423e-003  1.630082e-001
  1.782584e-002  7.511659e-001  1.037703e-003  1.579451e-001
  6.101967e-002  5.440997e-001  8.627836e-003  1.864896e-001
  2.929603e-002  7.179139e-001  1.511930e-003  1.956194e-001
  1.782705e-002  9.014121e-001  1.038031e-003  1.895450e-001
  6.102201e-002  6.347931e-001  8.628929e-003  2.175797e-001
  2.929766e-002  8.375781e-001  1.512436e-003  2.282337e-001
  1.782826e-002  1.051663e+000  1.038359e-003  2.211484e-001
  6.102436e-002  7.254893e-001  8.630021e-003  2.486722e-001
  2.929928e-002  9.572458e-001  1.512943e-003  2.608513e-001
  1.782947e-002  1.201918e+000  1.038687e-003  2.527555e-001
  6.102671e-002  8.161884e-001  8.631114e-003  2.797671e-001
  2.930091e-002  1.076917e+000  1.513449e-003  2.934720e-001
  1.783068e-002  1.352177e+000  1.039015e-003  2.843662e-001
  6.102905e-002  9.068904e-001  8.632206e-003  3.108644e-001
  2.930254e-002  1.196591e+000  1.513955e-003  3.260959e-001
  1.783189e-002  1.502441e+000  1.039342e-003  3.159806e-001
  6.103140e-002  9.975953e-001  8.633299e-003  3.419642e-001
  2.930416e-002  1.316269e+000  1.514462e-003  3.587230e-001
  1.783309e-002  1.652709e+000  1.039670e-003  3.475985e-001
  6.103375e-002  1.088303e+000  8.634391e-003  3.730663e-001
  2.930579e-002  1.435950e+000  1.514968e-003  3.913533e-001
  1.783430e-002  1.802981e+000  1.039997e-003  3.792201e-001
  6.103609e-002  1.179014e+000  8.635483e-003  4.041709e-001
  2.930742e-002  1.555635e+000  1.515474e-003  4.239868e-001
  1.783551e-002  1.953258e+000  1.040325e-003  4.108453e-001
  6.103844e-002  1.269727e+000  8.636576e-003  4.352779e-001
  2.930904e-002  1.675323e+000  1.515980e-003  4.566235e-001
  1.783672e-002  2.103539e+000  1.040652e-003  4.424741e-001
  6.104079e-002  1.360444e+000  8.637668e-003  4.663873e-001
  2.931067e-002  1.795014e+000  1.516486e-003  4.892633e-001
  1.783793e-002  2.253824e+000  1.040980e-003  4.741065e-001
  6.104313e-002  1.451163e+000  8.638760e-003  4.974992e-001
  2.931230e-002  1.914709e+000  1.516992e-003  5.219063e-001
  1.783914e-002  2.404114e+000  1.041307e-003  5.057426e-001
  6.104548e-002  1.541885e+000  8.639852e-003  5.286134e-001
  2.931392e-002  2.034407e+000  1.517498e-003  5.545526e-001
  1.784035e-002  2.554408e+000  1.041634e-003  5.373822e-001
  6.104783e-002  1.632610e+000  8.640944e-003  5.597301e-001
  2.931555e-002  2.154109e+000  1.518004e-003  5.872020e-001
  1.784156e-002  2.704706e+000  1.041961e-003  5.690255e-001
  6.105017e-002  1.723338e+000  8.642036e-003  5.908492e-001
  2.931718e-002  2.273814e+000  1.518509e-003  6.198546e-001
  1.784277e-002  2.855009e+000  1.042288e-003  6.006725e-001
  6.105252e-002  1.814069e+000  8.643128e-003  6.219707e-001
  2.931880e-002  2.393523e+000  1.519015e-003  6.525104e-001
  1.784397e-002  3.005316e+000  1.042615e-003  6.323230e-001
  6.105487e-002  1.904803e+000  8.644220e-003  6.530947e-001
  2.932043e-002  2.513234e+000  1.519520e-003  6.851694e-001
  1.784518e-002  3.155628e+000  1.042942e-003  6.639772e-001
  6.105721e-002  1.995539e+000  8.645312e-003  6.842210e-001
  2.932206e-002  2.632950e+000  1.520026e-003  7.178315e-001
  1.784639e-002  3.305944e+000  1.043269e-003  6.956350e-001
  6.105956e-002  2.086279e+000  8.646404e-003  7.153498e-001
  2.932368e-002  2.752668e+000  1.520531e-003  7.504969e-001
  1.784760e-002  3.456264e+000  1.043596e-003  7.272964e-001
  6.106191e-002  2.177021e+000  8.647496e-003  7.464810e-001
  2.932531e-002  2.872390e+000  1.521037e-003  7.831655e-001
  1.784881e-002  3.606588e+000  1.043922e-003  7.589615e-001
  6.106425e-002  2.267766e+000  8.648587e-003  7.776147e-001
  2.932694e-002  2.992116e+000  1.521542e-003  8.158372e-001
  1.785001e-002  3.756917e+000  1.044249e-003  7.906302e-001
  6.106660e-002  2.358514e+000  8.649679e-003  8.087507e-001
  2.932856e-002  3.111845e+000  1.522047e-003  8.485121e-001
  1.785122e-002  3.907250e+000  1.044575e-003  8.223025e-001
  6.106895e-002  2.449265e+000  8.650771e-003  8.398892e-001
  2.933019e-002  3.231577e+000  1.522552e-003  8.811903e-001
  1.785243e-002  4.057588e+000  1.044902e-003  8.539785e-001
  6.107129e-002  2.540019e+000  8.651862e-003  8.710301e-001
  2.933181e-002  3.351312e+000  1.523057e-003  9.138716e-001
  1.785364e-002  4.207930e+000  1.045228e-003  8.856580e-001
  6.107364e-002  2.630776e+000  8.652954e-003  9.021735e-001
  2.933344e-002  3.471051e+000  1.523562e-003  9.465561e-001
  1.785484e-002  4.358276e+000  1.045554e-003  9.173413e-001
  6.107598e-002  2.721535e+000  8.654045e-003  9.333192e-001
  2.933507e-002  3.590794e+000  1.524067e-003  9.792439e-001
  1.785605e-002  4.508627e+000  1.045880e-003  9.490281e-001
  6.107833e-002  2.812298e+000  8.655137e-003  9.644674e-001
  2.933669e-002  3.710540e+000  1.524572e-003  1.011935e+000
  1.785726e-002  4.658981e+000  1.046206e-003  9.807186e-001
  6.108068e-002  2.903063e+000  8.656228e-003  9.956180e-001
  2.933832e-002  3.830289e+000  1.525077e-003  1.044629e+000
  1.785847e-002  4.809341e+000  1.046532e-003  1.012413e+000
  6.108302e-002  2.993831e+000  8.657320e-003  1.026771e+000
  2.933994e-002  3.950041e+000  1.525581e-003  1.077326e+000
  1.785967e-002  4.959704e+000  1.046858e-003  1.044110e+000
  6.108537e-002  3.084602e+000  8.658411e-003  1.057927e+000
  2.934157e-002  4.069797e+000  1.526086e-003  1.110027e+000
  1.786088e-002  5.110072e+000  1.047184e-003  1.075812e+000
  6.108772e-002  3.175376e+000  8.659502e-003  1.089084e+000
  2.934320e-002  4.189557e+000  1.526590e-003  1.142730e+000
  1.786209e-002  5.260444e+000  1.047510e-003  1.107517e+000
  6.109006e-002  3.266153e+000  8.660594e-003  1.120245e+000
  2.934482e-002  4.309320e+000  1.527095e-003  1.175437e+000
  1.786329e-002  5.410821e+000  1.047836e-003  1.139226e+000
  6.109241e-002  3.356933e+000  8.661685e-003  1.151407e+000
  2.934645e-002  4.429086e+000  1.527599e-003  1.208147e+000
  1.786450e-002  5.561202e+000  1.048161e-003  1.170938e+000
  6.109476e-002  3.447716e+000  8.662776e-003  1.182573e+000
  2.934807e-002  4.548855e+000  1.528104e-003  1.240861e+000
  1.786571e-002  5.711587e+000  1.048487e-003  1.202654e+000
  6.109710e-002  3.538501e+000  8.663867e-003  1.213740e+000
  2.934970e-002  4.668628e+000  1.528608e-003  1.273577e+000
  1.786691e-002  5.861977e+000  1.048812e-003  1.234373e+000
  6.109945e-002  3.629290e+000  8.664958e-003  1.244910e+000
  2.935132e-002  4.788405e+000  1.529112e-003  1.306297e+000
  1.786812e-002  6.012371e+000  1.049137e-003  1.266097e+000
  6.110180e-002  3.720081e+000  8.666049e-003  1.276083e+000
  2.935295e-002  4.908184e+000  1.529616e-003  1.339020e+000
  1.786933e-002  6.162769e+000  1.049463e-003  1.297824e+000
  6.110414e-002  3.810875e+000  8.667140e-003  1.307258e+000
  2.935457e-002  5.027967e+000  1.530120e-003  1.371746e+000
  1.787053e-002  6.313172e+000  1.049788e-003  1.329554e+000
  6.110649e-002  3.901672e+000  8.668231e-003  1.338435e+000
  2.935620e-002  5.147754e+000  1.530624e-003  1.404475e+000
  1.787174e-002  6.463578e+000  1.050113e-003  1.361288e+000
  6.110884e-002  3.992472e+000  8.669322e-003  1.369615e+000
  2.935782e-002  5.267544e+000  1.531128e-003  1.437208e+000
  1.787295e-002  6.613990e+000  1.050438e-003  1.393026e+000
  6.111118e-002  4.083275e+000  8.670413e-003  1.400797e+000
  2.935945e-002  5.387337e+000  1.531632e-003  1.469944e+000
  1.787415e-002  6.764405e+000  1.050763e-003  1.424768e+000
  6.111353e-002  4.174081e+000  8.671504e-003  1.431981e+000
  2.936108e-002  5.507134e+000  1.532135e-003  1.502682e+000
  1.787536e-002  6.914825e+000  1.051088e-003  1.456513e+000
  6.111588e-002  4.264889e+000  8.672594e-003  1.463169e+000
  2.936270e-002  5.626934e+000  1.532639e-003  1.535425e+000
  1.787656e-002  7.065249e+000  1.051413e-003  1.488261e+000
  6.111822e-002  4.355701e+000  8.673685e-003  1.494358e+000
  2.936433e-002  5.746738e+000  1.533142e-003  1.568170e+000
  1.787777e-002  7.215678e+000  1.051737e-003  1.520014e+000
  6.112057e-002  4.446515e+000  8.674776e-003  1.525550e+000
  2.936595e-002  5.866544e+000  1.533646e-003  1.600918e+000
  1.787897e-002  7.366111e+000  1.052062e-003  1.551770e+000
  6.112291e-002  4.537332e+000  8.675866e-003  1.556744e+000
  2.936758e-002  5.986355e+000  1.534149e-003  1.633670e+000
  1.788018e-002  7.516548e+000  1.052387e-003  1.583530e+000
  6.112526e-002  4.628152e+000  8.676957e-003  1.587941e+000
  2.936920e-002  6.106168e+000  1.534653e-003  1.666425e+000
  1.788138e-002  7.666990e+000  1.052711e-003  1.615293e+000
  6.112761e-002  4.718975e+000  8.678047e-003  1.619140e+000
  2.937083e-002  6.225985e+000  1.535156e-003  1.699183e+000
  1.788259e-002  7.817436e+000  1.053035e-003  1.647060e+000
  6.112995e-002  4.809801e+000  8.679138e-003  1.650342e+000
  2.937245e-002  6.345806e+000  1.535659e-003  1.731945e+000
  1.788379e-002  7.967886e+000  1.053360e-003  1.678831e+000
  6.113230e-002  4.900630e+000  8.680228e-003  1.681546e+000
  2.937407e-002  6.465630e+000  1.536162e-003  1.764709e+000
  1.788500e-002  8.118340e+000  1.053684e-003  1.710605e+000
  6.113465e-002  4.991461e+000  8.681319e-003  1.712752e+000
  2.937570e-002  6.585457e+000  1.536665e-003  1.797477e+000
  1.788620e-002  8.268799e+000  1.054008e-003  1.742383e+000
  6.113699e-002  5.082296e+000  8.682409e-003  1.743961e+000
  2.937732e-002  6.705287e+000  1.537168e-003  1.830248e+000
  1.788741e-002  8.419262e+000  1.054332e-003  1.774164e+000
  6.113934e-002  5.173133e+000  8.683499e-003  1.775173e+000
